id,citation
415,"World Bank. 2013. MENA Regional Brief. MENA Knowledge and Learning Quick Notes Series;No. 99. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16121 License: CC BY 3.0 IGO."
416,"World Bank. 2012. Switzerland - Using Public Transfers to Reduce Extreme Poverty. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12321 License: CC BY 3.0 Unported."
417,"Gboyega, Alex; Soreide, Tina; Le, Tuan Minh; Shukla, G. P.. 2011. Political Economy of the Petroleum Sector in Nigeria. Policy Research working paper ; no. WPS 5779. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3542 License: Creative Commons Attribution CC BY 3.0."
418,"World Bank. 2012. Using Public Food Grain Stocks to Enhance Food Security. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11878 License: CC BY 3.0 Unported."
419,"World Bank. 2012. Niger : Investing for Prosperity - A Poverty Assessment. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12312 License: CC BY 3.0 Unported."
420,"Canuto, Otaviano; Cavallari, Matheus. 2013. Asset Prices, Macro Prudential Regulation, and Monetary Policy. Economic Premise;No. 116. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16116 License: CC BY 3.0 Unported."
421,"Silva, Joana; Levin, Victoria; Morgandi, Matteo. 2012. Inclusion and Resilience : The Way Forward for Social Safety Nets in MENA. MENA Knowledge and Learning Quick Notes Series;No. 71. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16157 License: CC BY 3.0 Unported."
422,"Williams, Penny; Larrison, Jennica; Strokova, Victoria; Lindert, Kathy. 2012. Social Safety Nets in Europe and Central Asia : Preparing for Crisis, Adapting to Demographic Change, and Promoting Employability. Europe and Central Asia Knowledge Brief; Issue No. 48. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10049 License: CC BY 3.0 Unported."
423,"Wiig, Henrik. 2012. Gender Experiments in Peru. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/9116 License: CC BY 3.0 Unported."
424,"World Bank. 2012. Madagascar - Three Years into the Crisis : An Assessment of Vulnerability and Social Policies and Prospects for the Future, Volume 1. Main Report. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12324 License: CC BY 3.0 IGO."
425,a></p>World Bank. 2011. Philippines - Public Expenditure Review : Strengthening Public Finance for More Inclusive Growth. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2796 License: Creative Commons Attribution CC BY 3.0.i
426,"van den Brink, Rogier; Sayed, Arshad; Barnett, Steve; Aninat, Eduardo; Parrado, Eric; Hasnain, Zahid; Khan, Tehmina. 2012. South-South Cooperation : How Mongolia Learned from Chile on Managing a Mineral-Rich Economy. Economic premise;no. 90. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17096 License: CC BY 3.0 IGO."
427,"Holzmann, Robert; Vodopivec, Milan. 2012. Reforming Severance Pay : An International Perspective. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2369 License: CC BY 3.0 IGO."
428,"Shiilegmaa, Altantsetseg; Gombosuren, Khandtsooj; Smith, Gregory. 2013. Mongolia Economic Update, April 2013. World Bank Group, Mongolia. © World Bank. https://openknowledge.worldbank.org/handle/10986/16495 License: CC BY-NC-ND 3.0 IGO."
429,"Baker, Judy L.. 2012. Impacts of Financial, Food and Fuel Crisis on the Urban Poor. Directions in Urban Development.World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10067 License: CC BY 3.0 Unported."
430,"Ferreira, Francisco H.G.; Robalino, David. 2010. Social Protection in Latin America : Achievements and Limitations.Policy Research Working Paper ; No. 5305. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3792 License: CC BY 3.0 IGO."
431,"World Bank. 2012. Addressing Vulnerability in East Asia : A Regional Study. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11900 License: CC BY 3.0 Unported."
432,"Alam, Andaleeb; Baez, Javier E.; Del Carpio, Ximena V.. 2011. Does Cash for School Influence Young WomenIs Behavior in the Longer Term? Evidence from Pakistan. Policy Research working paper ; no. WPS 5669. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3432 License: Creative Commons Attribution CC BY 3.0."
433,a></p>World Bank; Republic of Kenya Ministry of State for Planning. 2012. Kenya Social Protection Sector Review : Executive Report. Nairobi. © World Bank. https://openknowledge.worldbank.org/handle/10986/16974 License: CC BY 3.0 IGO.i
434,"Andrews, Colin; Ovadiya, Mirey; Ribes Ros, Christophe; Wodon, Quentin. 2012. Cash for Work in Sierra Leone : A Case Study on the Design and Implementation of a Safety Net in Response to a Crisis. Social Protection and Labor Discussion Paper;No. 1216. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13564 License: CC BY 3.0 IGO."
435,"World Bank. 2013. CPIA Africa, June 2013 : Assessing Africa's Policies and Institutions. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16504 License: CC BY 3.0 IGO."
436,"Silverio Marques, Jose. 2012. Mozambique Social Protection Assessment. Social protection and labor discussion paper;no. 1407. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19002 License: CC BY 3.0 IGO."
437,"Lichand, Guilherme. 2010. Decomposing the Effects of CCTs on Entrepreneurship. Impact Evaluation series ; no. IE 46,Policy Research working paper ; no. WPS 5457. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3951 License: Creative Commons Attribution CC BY 3.0."
438,"World Bank; International Monetary Fund. 2012. Global Monitoring Report 2012 : Food Prices, Nutrition, and the Millennium Development Goals. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/6017 License: CC BY 3.0 IGO."
439,"Alderman, Harold; Yemtsov, Ruslan. 2012. Productive Role of Safety Nets. Social Protection and Labor Discussion Paper;No. 1203. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13551 License: CC BY 3.0 IGO."
440,"World Bank. 2010. Fiscal Policies and Institutions for Shared Growth in Kenya : Lessons from the Global Crisis. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12980 License: CC BY 3.0 Unported."
441,"World Bank. 2012. Liberia Poverty Note : Tracking the Dimensions of Poverty. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12320 License: CC BY 3.0 Unported."
442,"World Bank. 2012. Hashemite Kingdom of Jordan : Options for Immediate Fiscal Adjustment and Longer Term Consolidation. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13251 License: CC BY 3.0 Unported."
443,"World Bank. 2011. Romania - Functional Review : Labor and Social Protection Sector, Final Report, Volume 2. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12293 License: CC BY 3.0 Unported."
444,"Moller, Lars Christian. 2012. Fiscal Policy in Colombia : Tapping Its Potential for a More Equitable Society. Policy Research Working Paper; No. 6092. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9323 License: CC BY 3.0 Unported."
445,"World Bank. 2012. Making Livelihoods and Social Protection Gender-Sensitive. East Asia and the Pacific region sustainable development;Guidance Note No. 7. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17072 License: CC BY 3.0 IGO."
446,"Eckardt, Sebastian; Sarsenov, Ilyas; Thomas, Mark Roland. 2012. The Fiscal Management of Natural Resource Revenues in a Developing Country Setting (or How to Design a Fiscal Rule If You Are Not Norway). PREM Notes;No. 164. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16178 License: CC BY 3.0 Unported."
447,"Andrews, Colin; Das, Maitreyi; Elder, John; Ovadiya, Mirey; Zampaglione, Giuseppe. 2012. Social Protection in Low Income Countries and Fragile Situations : Challenges and Future Directions. Social Protection and Labor Discussion Paper;No. 1209. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13553 License: CC BY 3.0 IGO."
448,"Independent Evaluation Group. 2011. Social Safety Nets : An Evaluation of World Bank Support, 2000-2010. Washington, DC: World Bank Group. © World Bank. https://openknowledge.worldbank.org/handle/10986/21337 License: CC BY 3.0 IGO."
449,a></p>World Bank; International Monetary Fund. 2011. Global Monitoring Report 2011 : Improving the Odds of Achieving the MDGs. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2293 License: CC BY 3.0 IGO.i
450,"World Bank. 2013. Managing Medium-Term Fiscal Challenges. Mexico policy note;no. 8. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16573 License: CC BY 3.0 IGO."
451,"Bruhn, Miriam; Zia, Bilal. 2011. Stimulating Managerial Capital in Emerging Markets : The Impact of Business and Financial Literacy for Young Entrepreneurs. Policy Research working paper ; no. WPS 5642. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3406 License: Creative Commons Attribution CC BY 3.0."
452,"Bold, Chris. 2011. Branchless Banking in Pakistan : A Laboratory for Innovation. CGAP Brief. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/9449 License: CC BY 3.0 Unported."
453,"Mumssen, Yogita; Johannes, Lars; Kumar, Geeta. 2010. Output-Based Aid : Lessons Learned and Best Practices.Directions in Development ; finance. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2423 License: CC BY 3.0 IGO."
454,"World Bank. 2012. Cameroon : Social Safety Nets. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11912 License: CC BY 3.0 Unported."
455,"World Bank. 2012. Resilience, Equity, and Opportunity. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12648 License: CC BY 3.0 Unported."
456,"Azevedo, JoUo Pedro; Davalos, MarOa Eugenia; Diaz-Bonilla, Carolina; Atuesta, Bernardo; CastaDeda, Raul Andres. 2013. Fifteen Years of Inequality in Latin America : How Have Labor Markets Helped?. Policy Research Working Paper;No. 6384. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13183 License: CC BY 3.0 Unported."
457,"World Bank. 2014. Philippine Economic Update : Pursuing Inclusive Growth through Sustainable Reconstruction and Job Creation. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20066 License: CC BY 3.0 IGO."
458,"van Domelen, Julie. 2012. Togo : Towards a National Social Protection Policy and Strategy. Social protection and labor discussion paper;no. 1410. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19004 License: CC BY 3.0 IGO."
459,"World Bank. 2012. Arab Republic of Egypt - Reshaping EgyptIs Economic Geography : Domestic Integration as a Development Platform, Volume 2. Technical Background Reports. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11906 License: CC BY 3.0 Unported."
460,"Azevedo, Joao Pedro; Lopez-Calva, Luis F.; Perova, Elizaveta. 2012. Is the Baby to Blame? An Inquiry into the Consequences of Early Childbearing. Policy Research Working Paper; No. 6074. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9345 License: CC BY 3.0 Unported."
461,"Borgarello, Andrea; Figazzolo, Laura; Weedon, Emily. 2011. Liberia : A Diagnostic of Social Protection. Social protection and labor discussion paper;no. 1407. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19007 License: CC BY 3.0 IGO."
462,"World Bank. 2009. World Bank Research Digest, Vol. 3(3). Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20972 License: CC BY 3.0 IGO."
463,"Gertler, Paul; Patrinos, Harry; Rubio-Codina, Marta. 2008. Empowering Parents to Improve Education : Evidence from Rural Mexico. Policy Research Working Paper No. 3935. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6686 License: CC BY 3.0 Unported."
464,"Brahmbhatt, Milan; Canuto, Otaviano. 2012. Fiscal Policy for Growth and Development. Economic premise;no. 91.World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17076 License: CC BY 3.0 IGO."
465,"Mansour, Wael. 2012. The Patterns and Determinants of Household Welfare Growth in Jordan : 2002-2010. Policy Research Working Paper; No. 6249. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12091 License: CC BY 3.0 Unported."
466,"World Bank. 2012. World Bank Research Digest, Vol. 7(1). Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20958 License: CC BY 3.0 IGO."
467,"World Bank. 2012. Worldwide Landscape of Postal Financial Services : Asia Region. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12709 License: CC BY 3.0 Unported."
468,"Dorfman, Mark; Palacios, Robert. 2012. World Bank Support for Pensions and Social Security. Social Protection and Labor Discussion Paper;No. 1208. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13556 License: CC BY 3.0 IGO."
469,"Vishwanath, Tara; Yu, Xiaoqing. 2010. Providing Social Protection and Livelihood Support During Post-Earthquake Recovery. EAP DRM Knowledge Notes; No. 15. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10126 License: CC BY 3.0 Unported."
470,"World Bank. 2011. Middle East and North Africa Economic Developments and Prospects, September 2011 : Investing for Growth and Jobs. MENA Economic Developments & Prospects;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12434 License: CC BY 3.0 Unported."
471,"Isik-Dikmelik, Aylin. 2012. Do Social Benefits Respond to Crises? Evidence from Europe and Central Asia during the Global Crisis. Social Protection and Labor Discussion Paper;No. 1219. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13565 License: CC BY 3.0 IGO."
472,a></p>World Bank. 2011. Tajikistan - Delivering Social Assistance to the Poorest Households. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2762 License: Creative Commons Attribution CC BY 3.0.i
473,"Bourguignon, Franois; Bussolo, Maurizio; Pereira da Silva, Luiz A.. 2008. The Impact of Macroeconomic Policies on Poverty and Income Distribution : Macro-Micro Evaluation Techniques and Tools. Washington, DC : World Bank and Palgrave Macmillan. © World Bank. https://openknowledge.worldbank.org/handle/10986/6586 License: Creative Commons Attribution CC BY 3.0 IGO."
474,"World Bank. 2012. History and Evolution of Social Assistance in Indonesia. Social assistance program and public expenditure review;no. 8,Public expenditure review (PER). Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12259 License: CC BY 3.0 Unported."
475,"Komives, Kristin; Johnson, Todd M.; Halpern, Jonathan D.; Aburto, Jose Luis; Scott, John R.. 2009. Residential Electricity Subsidies in Mexico : Exploring Options for Reform and for Enhancing the Impact on the Poor. World Bank Working Paper ; no. 160. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5959 License: CC BY 3.0 IGO."
476,"World Bank. 2011. Republic of Fiji - Poverty Trends, Profiles and Small Area Estimation (Poverty Maps) in Republic of Fiji (2003-2009). World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2791 License: Creative Commons Attribution CC BY 3.0."
477,"World Bank. 2012. Jamaica : Poverty and Social Impacts of Fiscal Reforms. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12755 License: CC BY 3.0 Unported."
478,"El-Zoghbi, Mayada; Montesquiou, Aude de; Hashemi, Syed. 2009. Creating Pathways for the Poorest : Early Lessons on Implementing the Graduation Model. CGAP Brief. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9485 License: CC BY 3.0 Unported."
479,"Fernandez, Manuel; IbaDez, Ana MarOa; PeDa, Ximena. 2011. Adjusting the Labor Supply to Mitigate Violent Shocks : Evidence from Rural Colombia. Policy Research working paper ; no. WPS 5684. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3448 License: Creative Commons Attribution CC BY 3.0."
480,"Bebbington, Anthony J.; Dani, Anis A.; de Haan, Arjan; Walton, Michael. 2008. Institutional Pathways to Equity : Addressing Inequality Traps. New Frontiers of Social Policy. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6411 License: Creative Commons Attribution CC BY 3.0."
481,"Oosterbeek, Hessel; Patrinos, Harry Anthony. 2008. Financing Lifelong Learning. Policy Research Working Paper; No. 4569. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6495 License: Creative Commons Attribution CC BY 3.0."
482,"Kingdom, William; Baeumler, Axel; Guzman, Alfonso. 2012. Capital Subsidies Implicit in Concessional Finance : How to Make Them More Transparent and Better Targeted. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12977 License: CC BY 3.0 Unported."
483,"Dutta, Puja; Murgai, Rinku; Ravallion, Martin; van de Walle, Dominique. 2012. Does India's Employment Guarantee Scheme Quarantee Employment?. Policy Research Working Paper;No. 6003. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19877 License: CC BY 3.0 IGO."
484,"Alkhoja, Ghassan; Nsour, Surat; Dawani, Zaina. 2012. Iraq and Turkey - South-South Knowledge Exchange on Social Safety Nets. MENA Knowledge and Learning Quick Notes Series; No. 63.World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10842 License: CC BY 3.0 Unported."
485,"World Bank. 2011. Did Latin America Learn to Shield Its Poor from Economic Shocks?. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17197 License: CC BY 3.0 IGO."
486,"Santos, Indhira; Sharif, Iffath; Rahman, Hossain Zillur; Zaman, Hassan. 2011. How Do the Poor Cope with Shocks in Bangladesh? Evidence from Survey Data. Policy Research working paper ; no. WPS 5810. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3573 License: Creative Commons Attribution CC BY 3.0."
487,"Almeida, Rita; Arbelaez, Juliana; Honorati, Maddalena; Kuddo, Arvo; Lohmann, Tanja; Ovadiya, Mirey; Pop, Lucian; Sanchez Puerta, Maria Laura; Weber, Michael. 2012. Improving Access to Jobs and Earnings Opportunities : The Role of Activation and Graduation Policies in Developing Countries. Social Protection and Labor Discussion Paper;No. 1204. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13549 License: CC BY 3.0 IGO."
488,"World Bank. 2011. Can Cash Grants Help Create Jobs and Stability?. From evidence to policy;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17111 License: CC BY 3.0 IGO."
489,"Bassett, Lucy; Giannozzi, Sara; Pop, Lucian; Ringold, Dena. 2012. Rules, Roles, and Controls : Governance in Social Protection with an Application to Social Assistance. Social Protection and Labor Discussion Paper;No. 1206. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13552 License: CC BY 3.0 IGO."
490,"Ravallion, Martin. 2009. How Relevant Is Targeting to the Success of an Antipoverty Program?. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4429 License: CC BY-NC-ND 3.0 IGO."
491,"Marzo, Federica; Mori, Hideki. 2012. Crisis Response in Social Protection. Social Protection and Labor Discussion Paper;No. 1205. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13548 License: CC BY 3.0 IGO."
492,"Kuriakose, Anne T.; Heltberg, Rasmus; Wiseman, William; Costella, Cecilia; Cipryk, Rachel; Cornelius, Sabine. 2012. Climate-responsive Social Protection. Social Protection and Labor Discussion Paper;No. 1210. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13555 License: CC BY 3.0 IGO."
493,"World Bank. 2011. Can Cash Grants Help Create Jobs and Stability?. From evidence to policy;.Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17111 License: CC BY 3.0 IGO."
494,No citation
495,"Benitez, Daniel; Estache, Antonio; Soreide, Tina. 2010. Dealing with Politics for Money and Power in Infrastructure. Policy Research working paper ; no. WPS 5455. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3938 License: Creative Commons Attribution CC BY 3.0."
496,"World Bank Group. 2011. Philippines Quarterly Update, September 2011 : Solid Macroeconomic Fundamentals Cushion External Turmoil. Manila. © World Bank. https://openknowledge.worldbank.org/handle/10986/21130 License: CC BY 3.0 IGO."
497,"World Bank. 2011. Tanzania Poverty, Growth, and Public Transfers : Options for a National Productive Safety Net Program. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16788 License: CC BY 3.0 IGO."
498,"Abras, Ana; Cuesta, Jose; Hoyos, Alejandro; Narayan, Ambar. 2012. Equality of Opportunities and Fiscal Incidence in Cote d'Ivoire. Policy Research Working Paper ; No. 6048. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6051 License: Attribution 3.0 United States."
499,"Wodon, Quentin. 2012. Poverty and the Policy Response to the Economic Crisis in Liberia. World Bank Study;. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/13080 License: CC BY 3.0 IGO."
500,"Skoufias, Emmanuel; Rabassa, Mariano; Olivieri, Sergio. 2011. The Poverty Impacts of Climate Change : A Review of the Evidence. Policy Research working paper ; no. WPS 5622. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3389 License: Creative Commons Attribution CC BY 3.0."
501,"World Bank. 2013. Initial Market Assessment : Country Scoping Note--Ghana. Political Champions Group country note;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22430 License: CC BY 3.0 IGO."
502,"Edmonds, Eric V.; Schady, Norbert. 2008. Poverty Alleviation and Child Labor. Policy Research Working Paper No. 4702. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6777 License: CC BY 3.0 Unported."
503,"Fafchamps, Marcel; McKenzie, David; Quinn, Simon; Woodruff, Christopher. 2011. When is Capital Enough to Get Female Enterprises Growing? Evidence from a Randomized Experiment in Ghana. Policy Research working paper ; no. WPS 5706. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3470 License: Creative Commons Attribution CC BY 3.0."
504,"Cuesta, Jose; Kabaso, Pamela; Suarez-Becerra, Pablo. 2012. How Pro-poor and Progressive is Social Spending in Zambia?. Policy Research Working Paper ; No. 6052. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6054 License: Attribution 3.0 United States."
505,"Sabarwal, Shwetlena; Sinha, Nistha; Buvinic, Mayra. 2010. How Do Women Weather Economic Shocks? A Review of the Evidence. Policy Research working paper ; no. WPS 5496. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3978 License: Creative Commons Attribution CC BY 3.0."
506,"Cherrier, Cecile; Ninno, Carlo del; Razmara, Setareh. 2011. Mali Social Safety Nets. Social protection and labor discussion paper;no. 1412. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20187 License: CC BY 3.0 IGO."
507,"Bundy, Donald; Burbano, Carmen; Grosh, Margaret; Gelli, Aulo; Jukes, Matthew; Drake, Lesley. 2009. Rethinking School Feeding Social Safety Nets, Child Development, and the Education Sector. Directions in Development ; human development. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2634 License: CC BY 3.0 IGO."
508,"Gibson, John; McKenzie, David. 2010. Spurring Development through a Seasonal Migration Program. Finance & PSD Impact; No. 12. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10139 License: CC BY 3.0 Unported."
509,"World Bank. 2011. On the Edge of Uncertainty : Poverty Reduction in Latin America and the Caribbean during the Great Recession and Beyond. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17196 License: CC BY 3.0 IGO."
510,"Khanna, Gaurav; Newhouse, David; Paci, Pierella. 2010. Fewer Jobs or Smaller Paychecks? Labor Market Impacts of the Recent Crisis in Middle-Income Countries. Economic Premise; No. 11. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10197 License: CC BY 3.0 Unported."
511,"Cherrier, Cecile; del Ninno, Carlo; Razmara, Setareh. 2011. Burkina Faso Social Safety Nets. Social protection and labor discussion paper;no. 1403. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19008 License: CC BY 3.0 IGO."
512,No citation
513,"World Bank. 2011. World Bank East Asia and Pacific Economic Update 2011, Volume 2 : Navigating Turbulence, Sustaining Growth. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/14861 License: CC BY 3.0 Unported."
514,"Friedman, Jed; Hong, Seo Yeon; Hou, Xiaohui. 2011. The Impact of the Food Price Crisis on Consumption and Caloric Availability in Pakistan : Evidence from Repeated Cross-sectional and Panel Data. Health, Nutrition and Population (HNP) discussion paper;. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13584 License: CC BY 3.0 Unported."
515,"Cigno, Alessandro. 2012. How to Deal with Covert Child Labor and Give Children an Effective Education, in a Poor Developing Country. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/15309 License: CC BY-NC-ND 3.0 IGO."
516,a></p>World Bank. 2011. Social Protection for a Changing India : Main Report. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2745 License: Creative Commons Attribution CC BY 3.0.i
517,"World Bank. 2011. Kyrgyz Republic - Profile and Dynamics of Poverty and Inequality, 2009. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2787 License: Creative Commons Attribution CC BY 3.0."
518,"Skoufias, Emmanuel; Unar, Mishel; Gonzalez-CossOo, Teresa. 2008. The Impacts of Cash and In-Kind Transfers on Consumption and Labor Supply : Experimental Evidence from Rural Mexico.Research Working Paper; No. 4778. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/6294 License: Creative Commons Attribution CC BY 3.0."
519,"World Bank. 2007. Helping South Asia Cope with Natural Disasters : The Role of Social Protection. South Asia : human development sector discussion paper series;no. 20. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18014 License: CC BY 3.0 IGO."
520,"Ivanic, Maros; Martin, Will; Zaman, Hassan. 2011. Estimating the Short-Run Poverty Impacts of the 2010_11 Surge in Food Prices. Policy Research working paper ; no. WPS 5633. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3399 License: Creative Commons Attribution CC BY 3.0."
521,"V. Del Carpio, Ximena; Macours, Karen. 2009. Leveling the Intra-household Playing Field : Compensation and Specialization in Child Labor Allocation. Policy Research working paper ; no. WPS 4822. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4020 License: Creative Commons Attribution CC BY 3.0."
522,"Khandker, Shahidur R.; Khaleque, M. Abdul; Samad, Hussain A.. 2011. Can Social Safety Nets Alleviate Seasonal Deprivation? Evidence from Northwest Bangladesh. Policy Research working paper ; no. WPS 5865. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3631 License: Creative Commons Attribution CC BY 3.0."
523,a></p>World Bank. 2011. Coping with Conflict? Poverty and Inclusion in the West Bank and Gaza. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2774 License: CC BY 3.0 IGO.i
524,"Hasnain, Zahid. 2011. Incentive Compatible Reforms : The Political Economy of Public Investments in Mongolia. Policy Research working paper ; no. WPS 5667. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3430 License: Creative Commons Attribution CC BY 3.0."
525,"World Bank. 2011. Poverty in Egypt 2008-09 : Withstanding the Global Economic Crisis. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12551 License: CC BY 3.0 Unported."
526,a></p>World Bank. 2011. Ghana : Improving the Targeting of Social Programs. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2759 License: Creative Commons Attribution CC BY 3.0.i
527,a></p>World Bank. 2011. Azerbaijan - Building Assets and Promoting Self Reliance : The Livelihoods of Internally Displaced Persons. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2794 License: Creative Commons Attribution CC BY 3.0.i
